species,latitude,longitude,country,date
Plecotus teneriffae,28.42,-16.38,Spain,NA
Plecotus teneriffae,28.43,-16.28,Spain,NA
Plecotus teneriffae,37.87,-6.03,Spain,NA
Plecotus teneriffae,42.77,-2.45,Spain,NA
Crocidura canariensis,29.049999,-13.41,Spain,2007
Crocidura canariensis,28.959999,-13.51,Spain,2007
Crocidura canariensis,29.059999,-13.51,Spain,2007
Crocidura canariensis,29.15,-13.51,Spain,2007
Crocidura canariensis,29.33,-13.51,Spain,2007
Crocidura canariensis,28.969999,-13.61,Spain,2007
Crocidura canariensis,29.059999,-13.61,Spain,2007
Crocidura canariensis,28.969999,-13.72,Spain,2007
Crocidura canariensis,29.059999,-13.72,Spain,2007
Crocidura canariensis,28.790001,-13.82,Spain,2007
Crocidura canariensis,28.879999,-13.82,Spain,2007
Crocidura canariensis,28.969999,-13.82,Spain,2007
Crocidura canariensis,28.25,-13.93,Spain,2007
Crocidura canariensis,28.34,-13.93,Spain,2007
Crocidura canariensis,28.43,-13.93,Spain,2007
Crocidura canariensis,28.52,-13.93,Spain,2007
Crocidura canariensis,28.610001,-13.93,Spain,2007
Crocidura canariensis,28.700001,-13.93,Spain,2007
Crocidura canariensis,28.25,-14.03,Spain,2007
Crocidura canariensis,28.34,-14.03,Spain,2007
Crocidura canariensis,28.43,-14.03,Spain,2007
Crocidura canariensis,28.52,-14.03,Spain,2007
Crocidura canariensis,28.610001,-14.03,Spain,2007
Crocidura canariensis,28.700001,-14.03,Spain,2007
Crocidura canariensis,28.25,-14.13,Spain,2007
Crocidura canariensis,28.34,-14.13,Spain,2007
Crocidura canariensis,28.43,-14.13,Spain,2007
Crocidura canariensis,28.16,-14.24,Spain,2007
Crocidura canariensis,28.07,-14.34,Spain,2007
Crocidura canariensis,28.07,-14.44,Spain,2007
Crocidura canariensis,28.1019,-14.3556,Spain,1992-07-02
